@relation 'Music: -C 6'

@attribute amazed-suprised {0,1}
@attribute happy-pleased {0,1}
@attribute relaxing-clam {0,1}
@attribute quiet-still {0,1}
@attribute sad-lonely {0,1}
@attribute angry-aggresive {0,1}
@attribute Mean_Acc1298_Mean_Mem40_Centroid numeric
@attribute Mean_Acc1298_Mean_Mem40_Rolloff numeric
@attribute Mean_Acc1298_Mean_Mem40_Flux numeric
@attribute Mean_Acc1298_Mean_Mem40_MFCC_0 numeric
@attribute Mean_Acc1298_Mean_Mem40_MFCC_1 numeric
@attribute Mean_Acc1298_Mean_Mem40_MFCC_2 numeric
@attribute Mean_Acc1298_Mean_Mem40_MFCC_3 numeric
@attribute Mean_Acc1298_Mean_Mem40_MFCC_4 numeric
@attribute Mean_Acc1298_Mean_Mem40_MFCC_5 numeric
@attribute Mean_Acc1298_Mean_Mem40_MFCC_6 numeric
@attribute Mean_Acc1298_Mean_Mem40_MFCC_7 numeric
@attribute Mean_Acc1298_Mean_Mem40_MFCC_8 numeric
@attribute Mean_Acc1298_Mean_Mem40_MFCC_9 numeric
@attribute Mean_Acc1298_Mean_Mem40_MFCC_10 numeric
@attribute Mean_Acc1298_Mean_Mem40_MFCC_11 numeric
@attribute Mean_Acc1298_Mean_Mem40_MFCC_12 numeric
@attribute Mean_Acc1298_Std_Mem40_Centroid numeric
@attribute Mean_Acc1298_Std_Mem40_Rolloff numeric
@attribute Mean_Acc1298_Std_Mem40_Flux numeric
@attribute Mean_Acc1298_Std_Mem40_MFCC_0 numeric
@attribute Mean_Acc1298_Std_Mem40_MFCC_1 numeric
@attribute Mean_Acc1298_Std_Mem40_MFCC_2 numeric
@attribute Mean_Acc1298_Std_Mem40_MFCC_3 numeric
@attribute Mean_Acc1298_Std_Mem40_MFCC_4 numeric
@attribute Mean_Acc1298_Std_Mem40_MFCC_5 numeric
@attribute Mean_Acc1298_Std_Mem40_MFCC_6 numeric
@attribute Mean_Acc1298_Std_Mem40_MFCC_7 numeric
@attribute Mean_Acc1298_Std_Mem40_MFCC_8 numeric
@attribute Mean_Acc1298_Std_Mem40_MFCC_9 numeric
@attribute Mean_Acc1298_Std_Mem40_MFCC_10 numeric
@attribute Mean_Acc1298_Std_Mem40_MFCC_11 numeric
@attribute Mean_Acc1298_Std_Mem40_MFCC_12 numeric
@attribute Std_Acc1298_Mean_Mem40_Centroid numeric
@attribute Std_Acc1298_Mean_Mem40_Rolloff numeric
@attribute Std_Acc1298_Mean_Mem40_Flux numeric
@attribute Std_Acc1298_Mean_Mem40_MFCC_0 numeric
@attribute Std_Acc1298_Mean_Mem40_MFCC_1 numeric
@attribute Std_Acc1298_Mean_Mem40_MFCC_2 numeric
@attribute Std_Acc1298_Mean_Mem40_MFCC_3 numeric
@attribute Std_Acc1298_Mean_Mem40_MFCC_4 numeric
@attribute Std_Acc1298_Mean_Mem40_MFCC_5 numeric
@attribute Std_Acc1298_Mean_Mem40_MFCC_6 numeric
@attribute Std_Acc1298_Mean_Mem40_MFCC_7 numeric
@attribute Std_Acc1298_Mean_Mem40_MFCC_8 numeric
@attribute Std_Acc1298_Mean_Mem40_MFCC_9 numeric
@attribute Std_Acc1298_Mean_Mem40_MFCC_10 numeric
@attribute Std_Acc1298_Mean_Mem40_MFCC_11 numeric
@attribute Std_Acc1298_Mean_Mem40_MFCC_12 numeric
@attribute Std_Acc1298_Std_Mem40_Centroid numeric
@attribute Std_Acc1298_Std_Mem40_Rolloff numeric
@attribute Std_Acc1298_Std_Mem40_Flux numeric
@attribute Std_Acc1298_Std_Mem40_MFCC_0 numeric
@attribute Std_Acc1298_Std_Mem40_MFCC_1 numeric
@attribute Std_Acc1298_Std_Mem40_MFCC_2 numeric
@attribute Std_Acc1298_Std_Mem40_MFCC_3 numeric
@attribute Std_Acc1298_Std_Mem40_MFCC_4 numeric
@attribute Std_Acc1298_Std_Mem40_MFCC_5 numeric
@attribute Std_Acc1298_Std_Mem40_MFCC_6 numeric
@attribute Std_Acc1298_Std_Mem40_MFCC_7 numeric
@attribute Std_Acc1298_Std_Mem40_MFCC_8 numeric
@attribute Std_Acc1298_Std_Mem40_MFCC_9 numeric
@attribute Std_Acc1298_Std_Mem40_MFCC_10 numeric
@attribute Std_Acc1298_Std_Mem40_MFCC_11 numeric
@attribute Std_Acc1298_Std_Mem40_MFCC_12 numeric
@attribute BH_LowPeakAmp numeric
@attribute BH_LowPeakBPM numeric
@attribute BH_HighPeakAmp numeric
@attribute BH_HighPeakBPM numeric
@attribute BHSUM1 numeric
@attribute BHSUM2 numeric
@attribute BHSUM3 numeric

@data
1,0,0,0,0,1,0.534293,0.349494,0.058388,0.913047,0.278973,0.466734,0.380714,0.327105,0.364173,0.119115,0.525284,0.351386,0.613029,0.292268,0.437996,0.571198,0.140332,0.146958,0.030783,0.016233,0.022399,0.073296,0.136776,0.164753,0.201003,0.277516,0.237197,0.1325,0.213974,0.211106,0.300118,0.168775,0.085418,0.148217,0.121756,0.00966,0.09651,0.121586,0.204361,0.234499,0.261923,0.174754,0.144705,0.138966,0.124336,0.118979,0.127987,0.093524,0.266613,0.164406,0.940718,0.436658,0.193504,0.126522,0.163099,0.137523,0.206954,0.268716,0.131374,0.103628,0.125767,0.088939,0.071735,0.058452,0.034318,0.365079,0.281795,0.345865,0.072505,0.263845,0.427645
0,1,1,0,0,0,0.272138,0.312294,0.205765,0.696667,0.347588,0.57429,0.432428,0.527955,0.472771,0.447449,0.553536,0.384299,0.564468,0.596013,0.283952,0.278672,0.244146,0.559408,0.154181,0.31758,0.184712,0.292335,0.46524,0.413772,0.41607,0.722253,0.539707,0.37055,0.53717,0.524302,0.546885,0.326081,0.187736,0.394417,0.14113,0.229097,0.232021,0.213917,0.381451,0.350204,0.344173,0.322633,0.140103,0.17259,0.274314,0.215378,0.219514,0.147112,0.41628,0.53696,0.863838,0.425433,0.173979,0.309523,0.423538,0.413941,0.385399,0.5655,0.309061,0.285413,0.454553,0.298247,0.217878,0.311225,0.016514,0.412698,0.027725,0.390977,0.088096,0.097296,0.117945
1,1,0,0,0,1,0.711189,0.408093,0.055813,0.988119,0.21944,0.258998,0.343164,0.39356,0.392756,0.463592,0.622137,0.377511,0.532209,0.281658,0.184799,0.209175,0.169778,0.117338,0.031025,0.017266,0.068981,0.027754,0.008685,0.073271,0.127694,0.205339,0.195392,0.117687,0.244901,0.197791,0.336404,0.177046,0.139262,0.134922,0.104145,0.027447,0.101375,0.111457,0.087992,0.154555,0.161647,0.123939,0.090092,0.078246,0.168546,0.167582,0.210696,0.099873,0.243863,0.168466,0.943636,0.391155,0.179273,0.047338,0.128136,0.075449,0.105882,0.189907,0.088581,0.076776,0.154457,0.082565,0.062307,0.125227,0.052557,0.666667,0.018294,0.631579,0.103548,0.199134,0.249283
0,1,1,0,0,0,0.327076,0.320403,0.195328,0.645573,0.310363,0.521021,0.524004,0.46213,0.257523,0.618649,0.461708,0.494466,0.546751,0.415389,0.453843,0.380831,0.34461,0.474984,0.129746,0.304593,0.176417,0.513664,0.560061,0.49544,0.362039,0.499642,0.439594,0.224951,0.381015,0.253052,0.298783,0.182509,0.177021,0.590147,0.207937,0.215773,0.238673,0.29366,0.668734,0.367411,0.440071,0.220401,0.235775,0.154782,0.202196,0.166708,0.236267,0.081749,0.497071,0.565624,0.89655,0.57434,0.586017,0.582015,0.464527,0.550782,0.396111,0.699786,0.358416,0.190878,0.29552,0.223903,0.123214,0.090412,0.048491,0.460317,0.230324,0.43609,0.16363,0,0.234917
0,0,1,1,1,0,0.19798,0.064349,0.027946,0.598329,0.648549,0.416836,0.574779,0.465594,0.377395,0.402631,0.427536,0.518039,0.360346,0.085039,0.289206,0,0.054514,0.043862,0.026339,0.108903,0.103025,0.091364,0.054841,0.157359,0.088115,0.186174,0.174264,0.193614,0.244358,0.282162,0.367484,0.295298,0.080973,0.181085,0.172537,0.206978,0.379973,0.205316,0.242453,0.522884,0.335223,0.304909,0.401505,0.332153,0.441369,0.387058,0.522945,0.359068,0.331209,0.281533,0.934184,0.502476,0.351058,0.290066,0.194587,0.292866,0.25873,0.416878,0.340758,0.32753,0.282878,0.470209,0.31214,0.564352,0.055304,0.206349,0.048217,0.684211,0.146175,0.204845,0.325039
0,0,1,1,1,0,0.170082,0.074065,0.089802,0.659648,0.652486,0.158975,0.592447,0.557976,0.597321,0.586326,0.651926,0.551885,0.426038,0.769152,0.230949,0.563733,0.087701,0.087466,0.052226,0.140706,0.275673,0.207146,0.25985,0.194512,0.29201,0.354317,0.386964,0.189237,0.263595,0.338581,0.516011,0.249606,0.035101,0.085126,0.18557,0.156394,0.259701,0.20067,0.357335,0.247987,0.284557,0.224086,0.120515,0.114605,0.134801,0.260579,0.286521,0.159923,0.351664,0.242162,0.915803,0.498793,0.505022,0.325959,0.320247,0.276315,0.257129,0.436484,0.32654,0.279256,0.176175,0.274769,0.187332,0.200547,0.113849,0.079365,0.161966,0.075188,0.211452,0.235633,0.251959
0,0,0,0,0,1,0.337653,0.227758,0.205438,0.851343,0.314655,0.470137,0.422247,0.425715,0.373603,0.48527,0.532172,0.388277,0.371685,0.372143,0.345983,0.363944,0.291366,0.343097,0.096949,0.149073,0.271513,0.316334,0.556047,0.443004,0.380635,0.544066,0.474054,0.264596,0.479725,0.397911,0.502165,0.259897,0.091126,0.143735,0.155395,0.088218,0.132597,0.159857,0.336084,0.280277,0.209893,0.218018,0.076815,0.096155,0.134677,0.134291,0.231832,0.043301,0.248214,0.213257,0.890321,0.312412,0.169455,0.264938,0.466514,0.39497,0.304613,0.307694,0.194972,0.151149,0.197236,0.113745,0.159389,0.136157,0.091427,0.52381,0.022562,0.496241,0.249892,0.040713,0.23479
1,0,0,0,0,1,0.065763,0.080136,0.240206,0.592453,0.583098,0.410205,0.372318,0.543842,0.554809,0.227823,0.579721,0.461868,0.540389,0.524546,0.476288,0.681067,0.064955,0.332511,0.183358,0.169719,0.304881,0.364769,0.326971,0.300909,0.404895,0.441496,0.389443,0.252597,0.358571,0.318383,0.322017,0.258747,0.072373,0.230681,0.425208,0.072825,0.812321,0.368008,0.836817,0.375062,0.570092,0.181982,0.187035,0.075267,0.123023,0.101924,0.123007,0.094072,0.346505,0.634979,0.908267,0.486782,0.455277,0.137887,0.270008,0.242071,0.232766,0.269443,0.175368,0.140737,0.164691,0.158199,0.059763,0.164036,0.364842,0.222222,0,0.706767,0.381846,0.019569,0.241963
1,0,0,0,0,0,0.210905,0.81521,0.628762,0.549383,0.37122,0.430452,0.285717,0.496251,0.179039,0.165439,0.313803,0.427326,0.773987,0.32499,0.360512,1,0.378664,0.885873,0.540504,0.532626,0.447942,0.455836,0.34924,0.548327,0.650864,0.870523,0.884237,0.39704,0.549084,0.430784,0.433079,0.546302,0.052993,0.284599,0.503757,0.169548,0.239011,0.259145,0.152437,0.519661,0.495236,0.411351,0.390775,0.257241,0.450885,0.306664,0.171216,0.172248,0.275518,0.017224,0.871809,0.451134,0.316672,0.296199,0.157208,0.490242,0.53549,0.809573,0.695472,0.231487,0.490394,0.329761,0.148025,0.336615,0.317,0.650794,0.210649,0.616541,0.232905,0.331445,0.439972
0,0,0,1,1,0,0.137546,0.017685,0.147196,0.489365,0.728105,0.652071,0.538656,0.535043,0.5386,0.720673,0.397432,0.409376,0.367262,0.688621,0.144727,0.607947,0.053913,0.041758,0.067629,0.137254,0.270407,0.218645,0.276294,0.300412,0.330436,0.47401,0.501989,0.242422,0.409091,0.46829,0.483235,0.317187,0.061584,0.106144,0.091464,0.259188,0.488019,0.265201,0.292017,0.499607,0.376573,0.444821,0.35526,0.13702,0.294512,0.258373,0.358404,0.174894,0.363159,0.319772,0.904739,0.522554,0.453269,0.255517,0.197164,0.252299,0.393738,0.485687,0.397795,0.252951,0.378662,0.309876,0.234055,0.183931,0.009706,0.619048,0.020973,0.586466,0.0729,0.063343,0.143942
0,0,0,1,1,0,0.106705,0.007538,0.120527,0.381411,0.76017,0.660777,0.604326,0.561396,0.544033,0.565609,0.655637,0.407084,0.611444,0.26429,0.448488,0.760233,0.033564,0.030872,0.09443,0.140204,0.34967,0.31581,0.263709,0.234101,0.26349,0.398557,0.304366,0.217082,0.389915,0.341495,0.271367,0.215952,0.066075,0.093426,0.159152,0.274958,0.2695,0.235879,0.277268,0.280808,0.187229,0.282626,0.239747,0.097486,0.152331,0.146067,0.197595,0.115987,0.361194,0.27417,0.884877,0.539908,0.444234,0.415157,0.410481,0.281807,0.325744,0.33004,0.467595,0.138844,0.221044,0.142727,0.134379,0.243557,0.132246,0.761905,0,0.721805,0.149582,0.335487,0.305788
0,0,1,1,1,0,0.142923,0.047398,0.13189,0.529057,0.619697,0.624852,0.504268,0.796049,0.47187,0.684702,0.532664,0.279298,0.616948,0.500848,0.213425,0.473691,0.136598,0.158295,0.099931,0.140653,0.299573,0.272968,0.35293,0.303365,0.320858,0.670503,0.278529,0.256816,0.412425,0.29104,0.407209,0.27003,0.085165,0.163352,0.210638,0.142685,0.278826,0.250203,0.304168,0.330879,0.524034,0.363453,0.176626,0.140237,0.212894,0.140143,0.218905,0.127986,0.525367,0.454868,0.895766,0.71059,0.504017,0.450615,0.402069,0.332481,0.446602,0.639921,0.251689,0.233959,0.379429,0.228089,0.167256,0.234542,0.007485,0.555556,0,0.526316,0.059319,0.115171,0.088455
1,0,0,0,0,1,0.580171,0.375469,0.203732,0.690785,0.226853,0.547071,0.549145,0.44298,0.428682,0.548182,0.512773,0.343647,0.535108,0.606431,0.379321,0.433042,0.596027,0.495637,0.113716,0.240808,0.300026,0.504012,0.749535,0.540656,0.526517,0.549377,0.613931,0.35428,0.541364,0.532923,0.580827,0.34915,0.238492,0.254172,0.135259,0.111741,0.369458,0.350736,0.546217,0.351687,0.331984,0.36787,0.178317,0.145588,0.306042,0.25222,0.328328,0.171535,0.549678,0.36288,0.890017,0.470152,0.297599,0.462556,0.578089,0.438749,0.375558,0.607544,0.342185,0.269873,0.320559,0.302903,0.205319,0.228755,0.048919,0.190476,0.067854,0.661654,0.064429,0.013041,0.100018
0,0,1,0,1,0,0.389243,0.234629,0.269169,0.753977,0.333702,0.501065,0.309499,0.731402,0.377789,0.349491,0.571522,0.230662,0.848985,0.600005,0.417616,0.408844,0.353094,0.338167,0.189729,0.251917,0.380391,0.526835,0.698679,0.552599,0.422041,0.590446,0.569321,0.345487,0.534316,0.486925,0.656187,0.309623,0.058205,0.094045,0.113949,0.135675,0.212121,0.336199,0.400016,0.473886,0.26997,0.250495,0.199311,0.174813,0.232917,0.19609,0.222285,0.091384,0.329135,0.161496,0.851729,0.349708,0.248171,0.48159,0.407337,0.400836,0.28088,0.353997,0.254809,0.280862,0.214738,0.155992,0.148615,0.091187,0.034867,0.190476,0.370504,0.180451,0.115707,0.483488,0.306188
0,1,0,0,0,0,0.317001,0.214373,0.140295,0.807363,0.284385,0.577951,0.478405,0.527612,0.374805,0.500503,0.597184,0.333218,0.608362,0.467117,0.2989,0.503694,0.240078,0.306895,0.087807,0.169814,0.273771,0.381116,0.4172,0.368226,0.314361,0.63514,0.501201,0.211444,0.42653,0.387988,0.337956,0.210746,0.085418,0.186672,0.044382,0.219088,0.150713,0.303306,0.216065,0.244647,0.230965,0.245267,0.317444,0.118628,0.12343,0.118699,0.173337,0.075367,0.256973,0.182546,0.916151,0.300447,0.254893,0.461884,0.496514,0.354096,0.360436,0.431268,0.331133,0.100239,0.287301,0.14925,0.105334,0.171535,0.02886,0.174603,0.077341,0.165414,0.155279,0.110412,0.130212
0,0,1,0,0,0,0.316574,0.273137,0.124797,0.640525,0.31076,0.44322,0.379494,0.576854,0.437403,0.269037,0.491745,0.319558,0.720548,0.529294,0.363667,0.542464,0.27628,0.48301,0.082988,0.205697,0.151529,0.350855,0.37847,0.381253,0.348105,0.62623,0.496064,0.307465,0.435718,0.336832,0.405043,0.240981,0.10476,0.157553,0.103147,0.110163,0.196203,0.255727,0.282697,0.403709,0.281923,0.286727,0.271633,0.135664,0.201616,0.169266,0.196453,0.097456,0.321423,0.396806,0.906046,0.532661,0.167608,0.33382,0.301636,0.324802,0.350841,0.579706,0.265638,0.201691,0.284021,0.137296,0.147002,0.12424,0.052809,0.190476,0.022715,0.180451,0.141346,0.072158,0.138785
1,0,0,0,0,1,0.330817,0.215968,0.181999,0.815926,0.273732,0.341277,0.328512,0.597198,0.468064,0.456928,0.538266,0.484097,0.649992,0.277187,0.360347,0.42767,0.275116,0.326071,0.087069,0.22009,0.186306,0.265877,0.402698,0.397083,0.270724,0.447992,0.43088,0.241821,0.364409,0.220785,0.305492,0.201335,0.114184,0.129861,0.095867,0.04283,0.095517,0.118756,0.127238,0.22188,0.17562,0.114265,0.09615,0.048932,0.169831,0.055646,0.07095,0.040481,0.3071,0.295009,0.900427,0.360721,0.08012,0.104159,0.204762,0.178329,0.192393,0.309812,0.148406,0.132006,0.32685,0.069464,0.068758,0.060017,0.185348,0.031746,0.014181,0.030075,0.26364,0.013906,0.138939
0,0,1,1,0,0,0.12759,0.033828,0.09397,0.572594,0.660666,0.449599,0.713787,0.669711,0.129399,0.61768,0.555475,0.370466,0.386562,0.464199,0.314024,0.439641,0.07121,0.080504,0.085606,0.171677,0.211806,0.318786,0.538704,0.445711,0.539124,0.625592,0.66489,0.315729,0.370168,0.34254,0.468598,0.293394,0.038966,0.084156,0.297464,0.177673,0.331487,0.189302,0.604017,0.557474,0.451292,0.268243,0.319292,0.158276,0.335614,0.147509,0.228073,0.153264,0.369604,0.344963,0.916935,0.651147,0.496774,0.53683,0.567934,0.625559,0.929845,0.660301,0.699602,0.24853,0.33319,0.331684,0.256666,0.224413,0.156541,0.111111,0.023816,0.105263,0.235657,0.065307,0.151028
1,1,0,0,0,0,0.337151,0.162219,0.125011,0.426458,0.508373,0.274047,0.379637,0.499921,0.28024,0.422842,0.468965,0.271129,0.502722,0.528253,0.350951,0.363042,0.139744,0.114354,0.045163,0.16942,0.143825,0.180784,0.113142,0.217677,0.200961,0.357309,0.461745,0.275538,0.441265,0.43009,0.438099,0.296272,0.091744,0.106505,0.167958,0.369545,0.260137,0.298371,0.281359,0.351458,0.298758,0.242728,0.191552,0.176294,0.352646,0.259239,0.24074,0.179096,0.314335,0.300693,0.916413,0.504755,0.311272,0.363075,0.107404,0.209757,0.209189,0.295035,0.316099,0.193857,0.297484,0.250615,0.097514,0.137547,0.039715,0.460317,0.184628,0.43609,0.215037,0.032122,0.30623
0,1,0,0,1,0,0.586563,0.675694,0.5897,0.580018,0.162998,0.627965,0.395868,0.71086,0.463505,0.587874,0.664172,0.534237,0.692882,0.542311,0.410388,0.559318,0.621739,0.691149,0.502327,0.568539,0.618805,0.666566,0.574461,0.476219,0.413286,0.567652,0.292733,0.210413,0.281343,0.217881,0.341401,0.17528,0.645275,0.551776,0.781085,0.384071,0.309374,0.32668,0.325847,0.381262,0.205828,0.286049,0.07754,0.071373,0.116871,0.137309,0.132061,0.065699,0.935679,0.250129,0.868717,0.377787,0.530607,0.390701,0.378122,0.532044,0.216437,0.547458,0.262342,0.214474,0.262672,0.272868,0.199458,0.167089,0.523918,0.206349,0.481633,0.195489,0.553489,0.472305,0.53266
0,1,1,0,0,0,0.24464,0.107254,0.075185,0.695821,0.356349,0.623063,0.451012,0.598674,0.504689,0.452537,0.413678,0.391148,0.567377,0.586682,0.513499,0.33002,0.14598,0.166286,0.0426,0.094821,0.117087,0.26888,0.171134,0.143031,0.203533,0.290973,0.311252,0.151772,0.250869,0.289965,0.401116,0.339753,0.102196,0.183511,0.088588,0.102799,0.135895,0.257515,0.268373,0.277025,0.247105,0.193461,0.144411,0.09791,0.145395,0.182127,0.167662,0.146631,0.295533,0.204041,0.932268,0.525851,0.180933,0.314534,0.145088,0.177728,0.282049,0.340168,0.538458,0.118869,0.228385,0.269583,0.215633,0.448383,0.046681,0.301587,0,0.285714,0.206932,0.130552,0.168964
0,0,1,0,1,0,0.272867,0.137902,0.19264,0.563673,0.416937,0.461741,0.468348,0.744625,0.541652,0.466432,0.548072,0.345168,0.597546,0.439058,0.248127,0.350109,0.25603,0.285694,0.142871,0.312343,0.261403,0.445915,0.614271,0.578848,0.6123,0.616229,0.538031,0.368402,0.484138,0.427914,0.544068,0.297055,0.103095,0.174448,0.138429,0.172925,0.253646,0.397215,0.369435,0.542024,0.439239,0.30303,0.151411,0.141622,0.194063,0.190751,0.218918,0.173273,0.435743,0.429407,0.864753,0.551067,0.273793,0.493885,0.478886,0.661844,0.665057,0.685764,0.380569,0.25536,0.282391,0.251041,0.173772,0.225859,0.10495,0.253968,0.180888,0.240602,0.135666,0.244904,0.235277
1,0,0,0,0,1,0.301327,0.221873,0.094806,0.898171,0.271664,0.404096,0.449352,0.494402,0.428144,0.442408,0.484406,0.262294,0.392816,0.696724,0.302671,0.274559,0.180226,0.198325,0.044525,0.02792,0.066427,0.122327,0.128121,0.172287,0.120823,0.316115,0.309817,0.15633,0.215744,0.197914,0.231599,0.160887,0.059768,0.100377,0.052072,0.082009,0.082622,0.139507,0.230034,0.306234,0.137293,0.125254,0.150764,0.093982,0.073232,0.139513,0.093606,0.104606,0.298728,0.171112,0.9334,0.323608,0.141327,0.185805,0.216125,0.207716,0.081308,0.228462,0.244733,0.122945,0.129848,0.033418,0.07383,0.142998,0.084171,0.079365,0.031535,0.075188,0.158149,0.034258,0.091384
0,1,1,0,0,0,0.335822,0.162384,0.079365,0.711839,0.365118,0.561398,0.412588,0.66133,0.460056,0.357483,0.524834,0.296646,0.377379,0.311463,0.26321,0.281663,0.173977,0.17485,0.049388,0.207874,0.246208,0.203339,0.111704,0.143713,0.108809,0.223586,0.29645,0.188633,0.354375,0.28972,0.528569,0.423953,0.143352,0.226333,0.098802,0.163978,0.351232,0.266257,0.202769,0.19346,0.177825,0.143182,0.147131,0.105581,0.167156,0.146451,0.25813,0.213847,0.392721,0.273032,0.922467,0.44135,0.563823,0.270903,0.130288,0.129682,0.147489,0.266465,0.192773,0.10338,0.333424,0.392066,0.532198,0.585163,0.032402,0.968254,0,0.917293,0.172777,0.148325,0.184223
0,0,1,1,1,0,0.199713,0.078753,0.078721,0.598285,0.457559,0.613711,0.553324,0.585496,0.572175,0.533125,0.460109,0.314804,0.402613,0.347463,0.403677,0.449506,0.095287,0.110144,0.046703,0.268909,0.266422,0.325072,0.164785,0.175931,0.188888,0.274197,0.297934,0.214865,0.313397,0.299739,0.430726,0.317321,0.110366,0.198373,0.119408,0.382687,0.406032,0.374537,0.255046,0.253103,0.30055,0.266542,0.265779,0.23665,0.192629,0.175783,0.285886,0.161292,0.345789,0.258583,0.918416,0.415217,0.310754,0.391311,0.153741,0.108474,0.294703,0.41522,0.348082,0.243607,0.168522,0.216366,0.206526,0.246101,0.024832,0.698413,0.008367,0.661654,0.064588,0.204568,0.158458
1,0,0,0,0,1,0.111862,0.052936,0.107243,0.583333,0.407245,0.652717,0.325723,0.552012,0.46954,0.681095,0.794054,0.729039,0.761738,0.514935,0.270651,0.619241,0.106446,0.280211,0.083978,0.114092,0.181607,0.12946,0.001973,0.0321,0.014763,0.077036,0.084631,0.044266,0.128836,0.117339,0.095267,0.096784,0.026501,0.082344,0.098509,0.121295,0.160858,0.159095,0.177651,0.086166,0.053853,0.127588,0.048849,0.068452,0.069999,0.029565,0.083218,0.036421,0.322892,0.383354,0.899251,0.474325,0.129666,0.137251,0.060409,0.052418,0.038889,0.129029,0.072164,0.086574,0.122537,0.002024,0.025296,0.030066,0.160171,0.269841,0.245789,0.255639,0.188733,0.268857,0.245565
0,0,1,0,0,0,0.214329,0.104862,0.296674,0.087206,0.425015,0.650364,0.465021,0.71412,0.422019,0.898221,0.645579,0.562184,0.626439,0.534501,0.569824,0.78983,0.328825,0.345639,0.16614,0.271711,0.3202,0.51154,0.510393,0.36334,0.542705,0.60586,0.616972,0.250901,0.417275,0.415023,0.427294,0.317149,0.069453,0.11419,0.066866,0.346987,0.235782,0.236155,0.252793,0.274988,0.4055,0.226748,0.193683,0.119135,0.136361,0.137076,0.140982,0.092643,0.349443,0.159003,0.850945,0.643788,0.116503,0.330846,0.350429,0.186356,0.583625,0.495507,0.390761,0.188258,0.203822,0.168901,0.181166,0.143032,0.142792,0.333333,0,0.315789,0.29754,0.004244,0.14792
0,1,1,0,0,0,0.141833,0.045985,0.154844,0.635119,0.533301,0.548895,0.567569,0.586112,0.334411,0.592021,0.494034,0.254978,0.508777,0.4272,0.331435,0.580829,0.113419,0.105511,0.119536,0.289733,0.258616,0.479802,0.472956,0.413501,0.48887,0.579122,0.509064,0.300029,0.451109,0.412423,0.448582,0.237979,0.079859,0.116505,0.139486,0.21462,0.282321,0.451026,0.505543,0.401435,0.541887,0.269207,0.214096,0.156437,0.153209,0.148451,0.185096,0.087685,0.325536,0.243905,0.89189,0.4194,0.263531,0.556675,0.44408,0.460991,0.698713,0.504912,0.4989,0.316604,0.273561,0.201064,0.178029,0.161383,0.145527,0.555556,0.045022,0.526316,0.454472,0.00234,0.305129
1,1,0,0,0,0,0.442128,0.338509,0.146959,0.887943,0.141077,0.52091,0.477504,0.535068,0.605487,0.508555,0.607718,0.436226,0.732544,0.617112,0.332792,0.438546,0.28155,0.301456,0.099722,0.120617,0.165327,0.189417,0.236622,0.305531,0.316008,0.540156,0.301445,0.195759,0.333987,0.226106,0.296809,0.202103,0.182196,0.319431,0.166549,0.100401,0.165655,0.081331,0.216136,0.15366,0.268035,0.167368,0.081205,0.108962,0.162902,0.051464,0.115098,0.084502,0.243073,0.15465,0.928217,0.337468,0.273566,0.191167,0.218869,0.251286,0.263489,0.407629,0.209104,0.121323,0.153268,0.119199,0.095446,0.111231,0.125462,0.761905,0.008966,0.721805,0.021898,0.29792,0.164329
1,0,0,0,0,1,0.416978,0.242323,0.145129,0.754244,0.341582,0.39053,0.554964,0.394064,0.32315,0.617053,0.553571,0.405255,0.356143,0.69665,0.291734,0.501793,0.320942,0.287404,0.075033,0.206284,0.205115,0.393968,0.722746,0.655281,0.414061,0.592938,0.640008,0.351752,0.563689,0.481161,0.43321,0.272259,0.138149,0.149206,0.154867,0.110822,0.205819,0.265511,0.410164,0.281768,0.162896,0.198195,0.123159,0.122499,0.126734,0.173887,0.142002,0.083635,0.308955,0.233245,0.914801,0.41027,0.232054,0.566224,0.506995,0.511591,0.406776,0.554976,0.362043,0.243071,0.37346,0.172876,0.116857,0.13033,0.015044,0.619048,0,0.586466,0.019138,0.029235,0.013404
0,0,1,0,0,0,0.292132,0.185862,0.206251,0.565084,0.520908,0.422447,0.35897,0.562239,0.33507,0.415641,0.483134,0.391966,0.472041,0.507566,0.287079,0.478684,0.341929,0.415663,0.132364,0.331097,0.358511,0.516959,0.602405,0.692298,0.811682,0.835086,0.551928,0.364603,0.467342,0.448647,0.426088,0.252482,0.129998,0.236398,0.226723,0.200011,0.182816,0.321352,0.316968,0.48277,0.434657,0.225367,0.170463,0.125487,0.117812,0.164512,0.178971,0.099458,0.644626,0.445746,0.911795,0.486101,0.345528,0.427294,0.40137,0.391256,0.729518,0.391157,0.253791,0.183776,0.211056,0.203324,0.134217,0.09413,0.013567,0.15873,0.150644,0.150376,0.030252,0.262276,0.146998
